,oem,version,segment,size,mass_in_running_order(kg),distance_between_axles,area(m²),conpet_novo,fuel_type,engine_type,direct_injection,displacement(cm³),power(cv),transmission_type,cylinder_number,turbo,ebd_(abs),traction_control,lane_change_blink,front_airbags,emergency_lightning,electronic_stability_control,blind_spot_monitoring,fatigue_detection,collision_mitigation_braking_system,forward_collision_warning,lane_departure,lane_keep_assist,adaptive_high_beam,cruise_control,adaptive_cruise_control,buckle_unlock_indicator_(passenger),buckle_unlock_indicator_(pilot),tpms,stop/start,gear_change_indicator,led_daytime_running_lights,led_backlight,hidraulic_steering,electric_steering,air_conditioning,automatic_air_conditioning,reverse_camera,auxiliary_parking_with_guides,rear_parking_sensors,front_and_rear_parking_sensors,parking_assistant,jam_assist,bluetooth_with_wireless_charging,hill_assist,downhill_assist,keyless_entry,start-stop_button,color_liquid_crystal_display_on_the_panel,entire_digital_and_configurable_cluster,audio_system_(as),display_audio_(da),android_auto,carplay_(apple),embedded_navigation_(nav),total_itens,prices
911,FORD,FORD/ECOSPORT TIT2AT 1.5,SUV,SMALL,1310.0,2521.0,7.22944,1.95,FLEX,COMBUSTION,0,1.5,130.0,AUTOMATIC,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,23,96114.464
912,FORD,FORD/ECOSPORT TIT2AT 1.5,SUV,SMALL,1310.0,2521.0,7.22944,2.06,FLEX,COMBUSTION,0,1.5,130.0,AUTOMATIC,3,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,21,101235.9504
913,FORD,FORD/ECOSPORT TIT2AT 2.0,SUV,SMALL,1359.0,2519.0,7.534785,2.21,FLEX,COMBUSTION,1,2.0,170.0,AUTOMATIC,4,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,23,109612.923
914,FORD,FORD/ECOSPORT TITNAT 2.0,SUV,SMALL,1359.0,2519.0,7.534785,2.21,FLEX,COMBUSTION,1,2.0,170.0,AUTOMATIC,4,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,23,107067.675
915,FORD,FORD/ECOSPORT TITNAT 2.0,SUV,SMALL,1359.0,2519.0,7.534785,2.21,FLEX,COMBUSTION,1,2.0,170.0,AUTOMATIC,4,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,23,109612.923
916,FORD,I/FORD EDGE 3.5,SUV,LARGE,2040.0,2850.0,9.248388,2.88,GASOLINE,COMBUSTION,0,3.5,284.0,AUTOMATIC,6,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,29,267855.45
917,FORD,I/FORD EDGE 3.5,SUV,LARGE,2040.0,2850.0,9.248388,2.88,GASOLINE,COMBUSTION,0,3.5,284.0,AUTOMATIC,6,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,31,254357.28
918,FORD,I/FORD EDGE ST GTDI,SUV,LARGE,2116.0,2849.0,8.789024,2.76,GASOLINE,COMBUSTION,1,2.7,335.0,AUTOMATIC,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,34,315474.9
919,FORD,I/FORD EDGE ST GTDI,SUV,LARGE,2116.0,2849.0,8.789024,2.76,GASOLINE,COMBUSTION,1,2.7,335.0,AUTOMATIC,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,34,302378.7
920,FORD,FORD/FIESTA 10TIT GTDI A,HATCHBACK,SMALL,1178.0,2489.0,6.834618,1.61,GASOLINE,COMBUSTION,1,1.0,125.0,DUAL CLUTCH,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,15,84200.62
921,FORD,FORD/FIESTA 16SE,HATCHBACK,SMALL,1073.0,2489.0,6.834618,1.66,FLEX,COMBUSTION,0,1.6,125.0,MANUAL,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,61065.08
922,FORD,FORD/FIESTA 16SE,HATCHBACK,SMALL,1127.0,2489.0,6.834618,1.66,FLEX,COMBUSTION,0,1.6,125.0,MANUAL,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,62098.226
924,FORD,FORD/FIESTA 16SE AT,HATCHBACK,SMALL,1123.0,2489.0,6.834618,1.72,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,64526.168
925,FORD,FORD/FIESTA 16SEL,HATCHBACK,SMALL,1123.0,2489.0,6.834618,1.66,FLEX,COMBUSTION,0,1.6,125.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,66675.42
926,FORD,FORD/FIESTA 16SEL,HATCHBACK,SMALL,1131.0,2489.0,6.834618,1.66,FLEX,COMBUSTION,0,1.6,125.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,15,66917.98599999999
927,FORD,FORD/FIESTA 16SEL,HATCHBACK,SMALL,1131.0,2489.0,6.834618,1.66,FLEX,COMBUSTION,0,1.6,125.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,15,60204.73499999999
928,FORD,FORD/FIESTA 16SEL AT,HATCHBACK,SMALL,1150.0,2489.0,6.834618,1.72,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,71910.21999999999
929,FORD,FORD/FIESTA 16SEL AT,HATCHBACK,SMALL,1169.0,2489.0,6.834618,1.72,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,15,71628.20599999999
930,FORD,FORD/FIESTA 16TIT,HATCHBACK,SMALL,1125.0,2489.0,6.834618,1.71,FLEX,COMBUSTION,0,1.6,125.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,73669.701
931,FORD,FORD/FIESTA 16TIT AT,HATCHBACK,SMALL,1153.0,2489.0,6.834618,1.72,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,15,80445.21999999999
932,FORD,FORD/FIESTA 16TIT AT,HATCHBACK,SMALL,1153.0,2489.0,6.834618,1.72,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,15,77606.851
933,FORD,FORD/FIESTA 16TIT AT,HATCHBACK,SMALL,1178.0,2489.0,6.834618,1.72,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,19,77981.526
934,FORD,FORD/FIESTA HA 1.5L SB,HATCHBACK,SMALL,1087.0,2489.0,6.834618,1.83,FLEX,COMBUSTION,0,1.5,107.0,MANUAL,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,60547.888000000006
935,FORD,FORD/FIESTA HA 1.5L SEB,HATCHBACK,SMALL,1108.0,2489.0,6.834618,1.83,FLEX,COMBUSTION,0,1.5,107.0,MANUAL,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,65998.288
936,FORD,FORD/FIESTA HA 1.6L SEAB,HATCHBACK,SMALL,1132.0,2489.0,6.834618,1.76,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,75445.648
937,FORD,FORD/FIESTA HA 1.6L SEB,HATCHBACK,SMALL,1105.0,2489.0,6.834618,1.71,FLEX,COMBUSTION,0,1.6,125.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,69874.128
938,FORD,FORD/FIESTA HA 1.6L TI,HATCHBACK,SMALL,1125.0,2489.0,6.834618,1.71,FLEX,COMBUSTION,0,1.6,125.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,15,78473.648
939,FORD,FORD/FIESTA HA 1.6L TI A,HATCHBACK,SMALL,1152.0,2489.0,6.834618,1.76,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,15,84166.288
940,FORD,FORD/FIESTA HA 1.6L TIAB,HATCHBACK,SMALL,1153.0,2489.0,6.834618,1.76,FLEX,COMBUSTION,0,1.6,128.0,DUAL CLUTCH,4,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,13,77323.008
941,FORD,I/FORD FIESTA SD 1.6LSEA,SEDAN,MEDIUM,1179.0,2489.0,7.587132,1.83,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,79691.322
942,FORD,I/FORD FIESTA SD 1.6LSEB,SEDAN,MEDIUM,1140.0,2489.0,7.587132,1.75,FLEX,COMBUSTION,0,1.6,125.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,74265.222
943,FORD,I/FORD FIESTA SD 1.6LTIA,SEDAN,MEDIUM,1226.0,2489.0,7.587132,1.83,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,17,89458.302
944,FORD,I/FORD FIESTA SD 1.6LTIA,SEDAN,MEDIUM,1226.0,2489.0,7.587132,1.77,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,19,87762.636
945,FORD,I/FORD FIESTA SD.16SEL,SEDAN,MEDIUM,1140.0,2489.0,7.587132,1.7,FLEX,COMBUSTION,0,1.6,125.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,74194.506
946,FORD,I/FORD FIESTA SD.16SELAT,SEDAN,MEDIUM,1179.0,2489.0,7.587132,1.77,FLEX,COMBUSTION,0,1.6,125.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12,80592.486
947,FORD,I/FORD FIESTA SD1.6LSEAB,SEDAN,MEDIUM,1179.0,2489.0,7.587132,1.77,FLEX,COMBUSTION,0,1.6,128.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,83209.44
948,FORD,I/FORD FIESTA SD1.6LTIAB,SEDAN,MEDIUM,1226.0,2489.0,7.587132,1.77,FLEX,COMBUSTION,0,1.6,128.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,17,99027.712
949,FORD,I/FORD FOCUS SE 1.6 HC,HATCHBACK,LARGE,1310.0,2648.0,7.94828,1.83,FLEX,COMBUSTION,0,1.6,131.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,87799.888
950,FORD,I/FORD FOCUS SE 1.6 HC,HATCHBACK,LARGE,1310.0,2648.0,7.94828,1.83,FLEX,COMBUSTION,0,1.6,131.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,21,84245.78
951,FORD,I/FORD FOCUS SE 1.6 HC,HATCHBACK,LARGE,1310.0,2648.0,7.94828,1.83,FLEX,COMBUSTION,0,1.6,131.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14,84228.045
952,FORD,I/FORD FOCUS SE 1.6 HC,HATCHBACK,LARGE,1310.0,2648.0,7.94828,1.83,FLEX,COMBUSTION,0,1.6,131.0,MANUAL,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,73598.53199999999
953,FORD,I/FORD FOCUS SE AT 2.0HC,HATCHBACK,LARGE,1375.0,2648.0,7.94828,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14,105241.168
954,FORD,I/FORD FOCUS SE AT 2.0HC,HATCHBACK,LARGE,1375.0,2648.0,7.94828,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,19,101524.07
955,FORD,I/FORD FOCUS SE AT 2.0HC,HATCHBACK,LARGE,1375.0,2648.0,7.94828,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,17,92761.74
956,FORD,I/FORD FOCUS SE AT 2.0HC,HATCHBACK,LARGE,1375.0,2648.0,7.94828,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,17,81066.132
957,FORD,I/FORD FOCUS TI AT 2.0HC,HATCHBACK,LARGE,1399.0,2648.0,7.94828,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,23,115415.248
958,FORD,I/FORD FOCUS TI AT 2.0HC,HATCHBACK,LARGE,1399.0,2648.0,7.94828,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,25,113946.37
959,FORD,I/FORD FOCUS TI AT 2.0HC,HATCHBACK,LARGE,1399.0,2648.0,7.94828,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,22,101335.332
960,FORD,I/FORD FOCUS SE AT 2.0SC,SEDAN,LARGE,1396.0,2648.0,8.272774,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,97368.368
961,FORD,I/FORD FOCUS SE AT 2.0SC,SEDAN,LARGE,1396.0,2648.0,8.272774,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,21,92489.67
962,FORD,I/FORD FOCUS SE AT 2.0SC,SEDAN,LARGE,1396.0,2648.0,8.272774,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,14,92762.505
963,FORD,I/FORD FOCUS SE AT 2.0SC,SEDAN,LARGE,1396.0,2648.0,8.272774,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,18,93089.52
964,FORD,I/FORD FOCUS SE AT 2.0SC,SEDAN,LARGE,1396.0,2648.0,8.272774,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,18,79999.332
965,FORD,I/FORD FOCUS TI AT 2.0SC,SEDAN,LARGE,1414.0,2648.0,8.272774,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,22,115415.248
966,FORD,I/FORD FOCUS TI AT 2.0SC,SEDAN,LARGE,1414.0,2648.0,8.272774,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,24,112817.07
967,FORD,I/FORD FOCUS TI AT 2.0SC,SEDAN,LARGE,1414.0,2648.0,8.272774,2.0,FLEX,COMBUSTION,1,2.0,175.0,DUAL CLUTCH,4,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,21,98134.932
968,FORD,I/FORD FUSION FLEX B,SEDAN,LARGE,1566.0,2850.0,9.021092,2.4,FLEX,COMBUSTION,0,2.5,167.0,AUTOMATIC,4,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,17,138561.28
969,FORD,I/FORD FUSION FLEX B,SEDAN,LARGE,1552.0,2850.0,9.021092,2.23,FLEX,COMBUSTION,0,2.5,167.0,AUTOMATIC,4,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,22,134875.51
970,FORD,I/FORD FUSION SEL GTDI,SEDAN,LARGE,1626.0,2850.0,9.021092,2.27,GASOLINE,COMBUSTION,1,2.0,248.0,AUTOMATIC,4,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,23,141624.91
971,FORD,I/FORD FUSION SEL GTDI,SEDAN,LARGE,1626.0,2850.0,9.021092,2.27,GASOLINE,COMBUSTION,1,2.0,248.0,AUTOMATIC,4,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,23,157769.75
972,FORD,I/FORD FUSION TIT HYBRID,SEDAN,LARGE,1717.0,2850.0,9.021092,1.32,GASOLINE,HYBRID,1,2.0,143.0,CVT,4,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,28,181558.88
973,FORD,I/FORD FUSION TIT HYBRID,SEDAN,LARGE,1670.0,2850.0,9.021092,1.31,GASOLINE,HYBRID,1,2.0,143.0,CVT,4,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,32,180631.46
974,FORD,I/FORD FUSION TIT HYBRID,SEDAN,LARGE,1670.0,2850.0,9.021092,1.31,GASOLINE,HYBRID,1,2.0,143.0,CVT,4,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,32,192596.975
975,FORD,I/FORD FUSION TITGTDIAWD,SEDAN,LARGE,1718.0,2850.0,9.021092,2.45,GASOLINE,COMBUSTION,1,2.0,234.0,AUTOMATIC,4,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,28,176108.48
976,FORD,I/FORD FUSION TITGTDIAWD,SEDAN,LARGE,1691.0,2850.0,9.021092,2.38,GASOLINE,COMBUSTION,1,2.0,248.0,AUTOMATIC,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,33,175371.91
977,FORD,I/FORD FUSION TITGTDIAWD,SEDAN,LARGE,1691.0,2850.0,9.021092,2.38,GASOLINE,COMBUSTION,1,2.0,248.0,AUTOMATIC,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,33,189344.75
978,FORD,I/FORD FUSION TITGTDIFWD,SEDAN,LARGE,1627.0,2850.0,9.021092,2.27,GASOLINE,COMBUSTION,1,2.0,248.0,AUTOMATIC,4,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,27,156248.61000000002
979,FORD,FORD/KA 100 ANOS AT 1.5,HATCHBACK,SMALL,1108.0,2490.0,6.991334,1.84,FLEX,COMBUSTION,0,1.5,128.0,AUTOMATIC,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,12,68213.863
981,FORD,FORD/KA FSL 5 HA C,HATCHBACK,SMALL,1086.0,2490.0,7.014396,1.67,FLEX,COMBUSTION,0,1.5,128.0,MANUAL,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,18,69435.106
982,FORD,FORD/KA FSL 5 HA C,HATCHBACK,SMALL,1081.0,2490.0,7.014396,1.54,FLEX,COMBUSTION,1,1.0,80.0,MANUAL,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,17,61341.316
983,FORD,FORD/KA FSL AT 1.5 HA C,HATCHBACK,SMALL,1135.0,2490.0,7.014396,1.84,FLEX,COMBUSTION,0,1.5,128.0,AUTOMATIC,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,18,73497.856
984,FORD,FORD/KA FSL AT 1.5 HA C,HATCHBACK,SMALL,1135.0,2490.0,7.014396,1.84,FLEX,COMBUSTION,0,1.5,128.0,AUTOMATIC,3,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,18,70694.743
